,name,address,latitude,longitude,HH_start,HH_end,confidence_index,beer_1,nHHprice_1,HHprice_1,volume_1,beer_2,nHHprice_2,HHprice_2,volume_2,beer_3,nHHprice_3,HHprice_3,volume_3,beer_4,nHHprice_4,HHprice_4,volume_4,beer_5,nHHprice_5,HHprice_5,volume_5,beer_6,nHHprice_6,HHprice_6,volume_6,beer_7,nHHprice_7,HHprice_7,volume_7,beer_8,nHHprice_8,HHprice_8,volume_8,display_name,house_number,road,neighbourhood,city_district,city,municipality,county,state,country,postcode,country_code,suburb,pharmacy,footway,residential,town,state_district,address29,pedestrian,bar,hamlet,village,cycleway,attraction,pub,post_office,restaurant,convenience,aerodrome,retail,hotel,locality,public_building,newsagent,clothes,province,estate_agent,cafe,place_of_worship,arts_centre,cinema,building,fast_food,post_box,supermarket,townhall,beauty,region,bank,parking,shoes,hairdresser,museum,industrial,clinic,commercial,alcohol,marina,theatre,memorial,artwork,castle,archaeological_site,subway_entrance,bakery,bus_stop,car,information,station,house,chalet,community_centre,bay,nightclub,courthouse,mobile_phone,hostel,optician,garden_centre,school,monument,books,travel_agency,computer,butcher,dry_cleaning,bicycle,mall,doctors,furniture,university,library,tram_stop,college,caravan_site,car_rental,stadium,sports_centre,water,path,wood,pitch,recycling,shop,address26,crematorium,car_repair,kindergarten,ferry_terminal
2673,Magestic Bar,"195 Avenue du Général de Gaulle, 94170 Le Perreux-sur-Marne, France",48.846169,2.499659,0,0,1,Cheapest beer,4.6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"195, Avenue du Général de Gaulle, Parc du Perreux, Le Perreux-sur-Marne, Nogent-sur-Marne, Val-de-Marne, Île-de-France, France métropolitaine, 94170, France",195,Avenue du Général de Gaulle,,,,Nogent-sur-Marne,Val-de-Marne,Île-de-France,France,94170,fr,Parc du Perreux,,,,Le Perreux-sur-Marne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,Magma Café,"10 Place de la Victoire, 63000 Clermont-Ferrand, France",45.7779343,3.0854122999999998,0,0,2,Cheapest beer,,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10, Place de la Victoire, Bergougnan, Les Bughes, Clermont-Ferrand, Puy-de-Dôme, Auvergne-Rhône-Alpes, France métropolitaine, 63000, France",10,Place de la Victoire,Bergougnan,,Clermont-Ferrand,Clermont-Ferrand,Puy-de-Dôme,Auvergne-Rhône-Alpes,France,63000,fr,Les Bughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,Magnolia,"Place des Grès, 75020 Paris, France",48.85909,2.4059666,"[16, 0]","[21, 0]",2,Cheapest beer,5.8,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parti communiste français, Place des Grès, Saint-Blaise, Quartier de Charonne, Paris, Île-de-France, France métropolitaine, 75020, France",,,Saint-Blaise,,Paris,Paris,Paris,Île-de-France,France,75020,fr,Quartier de Charonne,,,,,,,Place des Grès,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parti communiste français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,Magnum Bar,"57 Rue du Faubourg Poissonnière, 75009 Paris, France",48.879566,2.3494761000000004,0,0,3,Kronenbourg,4.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118, Rue du Faubourg Poissonnière, Quartier de Rochechouart, Paris, Île-de-France, France métropolitaine, 75010, France",118,Rue du Faubourg Poissonnière,,,Paris,Paris,Paris,Île-de-France,France,75010,fr,Quartier de Rochechouart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,Magnum Café,"55 Rue Masséna, 59800 Lille, France",50.6323745,3.0550432,"[16, 0]","[19, 0]",1,Kronenbourg,5.0,3.0,50,Triple Karmeliet,7.0,5.0,50.0,La Bête,7.0,5.0,50.0,Cuvée des Trolls,7.0,5.0,50.0,Bière du corbeau,7.0,5.0,50.0,Rince cochon,7.0,5.0,50.0,,,,,,,,,"55, Rue Masséna, Wazemmes, Lille, Nord, Hauts-de-France, France métropolitaine, 59000, France",55,Rue Masséna,Wazemmes,Lille,Lille,Lille,Nord,Hauts-de-France,France,59000,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,Maine Café,"88 Avenue du Maine, 75014 Paris-14E-Arrondissement, France",48.838017,2.322279,0,0,0,Cheapest beer,,6.0,50,Grimbergen Blonde,,7.5,50.0,,,,,,,,,,,,,,,,,,,,,,,,,"88, Avenue du Maine, Quartier du Montparnasse, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France",88,Avenue du Maine,,Paris 14e Arrondissement,Paris,Paris,Paris,Île-de-France,France,75014,fr,Quartier du Montparnasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,Maison Becquey,"34 Quai de la Marne, 75019 Paris, France",48.8901324,2.3835566000000004,0,0,8,Cheapest beer,7.5,,50,Grimbergen Blonde,8.5,,50.0,1664,8.5,,50.0,,,,,,,,,,,,,,,,,,,,,"6, Rue de la Marne, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",6,Rue de la Marne,,,Paris,Paris,Paris,Île-de-France,France,75019,fr,Paris 19e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,Maison Lacombe,"55 Rue des Acacias, 75017 Paris, France",48.8782765,2.2939783,"[17, 0]","[21, 0]",0,Cheapest beer,10.0,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55, Rue des Acacias, Quartier des Ternes, Paris, Île-de-France, France métropolitaine, 75017, France",55,Rue des Acacias,,,Paris,Paris,Paris,Île-de-France,France,75017,fr,Quartier des Ternes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,Maison Lautrec,"63 Rue Jean-Baptiste Pigalle, 75009 Paris, France",48.881133399999996,2.3359474,0,0,0,Carlsberg,9.0,,50,Kronenbourg Tigre Bock,9.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,"63, Rue Jean-Baptiste Pigalle, Nouvelle Athènes, Quartier Saint-Georges, Paris, Île-de-France, France métropolitaine, 75009, France",63,Rue Jean-Baptiste Pigalle,Nouvelle Athènes,,Paris,Paris,Paris,Île-de-France,France,75009,fr,Quartier Saint-Georges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,Maison Marie,"222 Rue Saint-Jacques, 75005 Paris, France",48.844768200000004,2.3421132,"[16, 0]","[19, 0]",0,Cheapest beer,7.5,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"222, Rue Saint-Jacques, Quartier du Val-de-Grâce, Paris, Île-de-France, France métropolitaine, 75005, France",222,Rue Saint-Jacques,,,Paris,Paris,Paris,Île-de-France,France,75005,fr,Quartier du Val-de-Grâce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,Maison Pillet,"1 Rue Ampère, 75017 Paris-17E-Arrondissement, France",48.8850984,2.3066093999999997,"[17, 0]","[19, 0]",5,Cheapest beer,6.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, Rue Ampère, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France",1,Rue Ampère,,,Paris,Paris,Paris,Île-de-France,France,75017,fr,Paris 17e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,Maizon,"123 Rue Oberkampf, 75011 Paris, France",48.866723,2.3817382,"[17, 0]","[30, 0]",0,Cheapest beer,9.0,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pharmacie Rossi, Rue Oberkampf, Quartier Saint-Ambroise, Paris, Île-de-France, France métropolitaine, 75011, France",,Rue Oberkampf,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Quartier Saint-Ambroise,Pharmacie Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,Mala Bavo,"171 Rue St Denis, 75002 Paris, France",48.865429999999996,2.3503684,"[16, 0]","[21, 0]",5,Pelforth,5.5,4.0,50,Heineken,6.0,5.0,50.0,Affligem,7.0,6.0,50.0,Edelweiss Blanche,7.0,6.0,50.0,,,,,,,,,,,,,,,,,"Mala Bavo, 171, Rue Saint-Denis, Quartier de Bonne-Nouvelle, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France",171,,,Paris 2e Arrondissement,Paris,Paris,Paris,Île-de-France,France,75002,fr,Quartier de Bonne-Nouvelle,,,,,,,Rue Saint-Denis,Mala Bavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,Mama Kin,"13 Rue de Thionville, 75019 Paris, France",48.8906018,2.3868373,0,0,6,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52, Rue de Thionville, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France",52,Rue de Thionville,,,Paris,Paris,Paris,Île-de-France,France,75019,fr,Paris 19e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,Mama Lova,"184 Rue Marcadet, 75018 Paris, France",48.8915888,2.3363174,"[16, 0]","[21, 30]",0,Cheapest beer,5.5,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"184, 186, Rue Marcadet, Quartier des Grandes-Carrières, Paris, Île-de-France, France métropolitaine, 75018, France","184, 186",Rue Marcadet,,,Paris,Paris,Paris,Île-de-France,France,75018,fr,Quartier des Grandes-Carrières,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,Mama Shelter,"19 Rue Poquelin Molière, 33000 Bordeaux, France",44.8399505,-0.5772275,0,0,0,Cheapest beer,6.0,,50,Heineken,6.0,,33.0,Sol,6.0,,33.0,,,,,,,,,,,,,,,,,,,,,"Mama Shelter, 19, Rue Poquelin Molière, Centre ville, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33000, France",19,Rue Poquelin Molière,,,Bordeaux,Bordeaux,Gironde,Nouvelle-Aquitaine,France,33000,fr,Centre ville,,,,,,,,,,,,,,,,,,,Mama Shelter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,Mamaju,"36 Rue de Lagny, 93100 Montreuil, France",48.8489787,2.4266722,"[16, 0]","[19, 0]",0,Kobus,5.0,3.5,50,1664 Blanche,7.0,,50.0,Triple Karmeliet,7.0,,50.0,,,,,,,,,,,,,,,,,,,,,"36, Rue de Fontenay, République, Vincennes, Bobigny, Val-de-Marne, Île-de-France, France métropolitaine, 93100, France",36,Rue de Fontenay,,,,Bobigny,Val-de-Marne,Île-de-France,France,93100,fr,République,,,,Vincennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,Mambo Café,"29 Rue de Domrémy, 75013 Paris, France",48.8295066,2.3715102999999997,"[16, 0]","[20, 0]",7,Stella Artois,5.0,3.5,50,Leffe Blonde,7.0,6.0,50.0,Triple Karmeliet,8.0,6.5,50.0,La Chouffe,8.0,6.5,50.0,,,,,,,,,,,,,,,,,"29, Rue de Domrémy, Quartier de la Gare, Paris, Île-de-France, France métropolitaine, 75013, France",29,Rue de Domrémy,,,Paris,Paris,Paris,Île-de-France,France,75013,fr,Quartier de la Gare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,Mamie Paris,"11 Rue de la Ferronnerie, 75001 Paris, France",48.8602898,2.3473292000000003,"[16, 0]","[20, 0]",0,Licorne,6.5,4.0,50,La Chouffe,,6.5,50.0,Floreffe Blonde,,6.5,50.0,,,,,,,,,,,,,,,,,,,,,"8b, Rue Sainte-Opportune, Quartier des Halles, Quartier Les Halles, Paris, Île-de-France, France métropolitaine, 75001, France",8b,,Quartier des Halles,,Paris,Paris,Paris,Île-de-France,France,75001,fr,Quartier Les Halles,,,,,,,Rue Sainte-Opportune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,Manchester Bar,44 Rue Roucher,43.6076172,3.875456,"[18, 0]","[20, 0]",0,Cheapest beer,5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44, Rue Roucher, Centre Historique, Centre, Montpellier, Hérault, Occitanie, France métropolitaine, 34062, France",44,,Centre Historique,,Montpellier,Montpellier,Hérault,Occitanie,France,34062,fr,Centre,,,,,,,Rue Roucher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,Mango’s,"10 Avenue du Général de Gaulle, 47000 Agen, France",44.2048925,0.6117688,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avenue du Général de Gaulle, Agen, Lot-et-Garonne, Nouvelle-Aquitaine, France métropolitaine, 47000, France",,Avenue du Général de Gaulle,,,,Agen,Lot-et-Garonne,Nouvelle-Aquitaine,France,47000,fr,,,,,Agen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,Manhattan Café,"1 Rue Jean-Jacques Rousseau, 08000 Charleville-Mézières, France",49.775319700000004,4.7123584,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, Rue Jean-Jacques Rousseau, La Bosse d'Etion, Charleville-Mézières, Ardennes, Grand Est, France métropolitaine, 08000, France",1,Rue Jean-Jacques Rousseau,La Bosse d'Etion,,,Charleville-Mézières,Ardennes,Grand Est,France,08000,fr,,,,,Charleville-Mézières,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,Manolan cannes,"Rue Bivouac Napoléon, 06400 Cannes, France",43.5519997,7.0181648,0,0,0,Cheapest beer,6.8,,50,Guinness,6.9,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,"Irish Pub Ma N@lan, Rue Bivouac Napoléon, Cannes Passy, Saint-Nicolas, Cannes, Grasse, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06400, France",,,Cannes Passy,,,Grasse,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,France,06400,fr,Saint-Nicolas,,,,Cannes,,,Rue Bivouac Napoléon,,,,,,Irish Pub Ma N@lan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,Marcelino,"Plaça del Sol, 2, 08012 Barcelona, Espagne",41.401900299999994,2.1567591,0,0,0,Cheapest beer,3.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Farmàcia Bernal Boronat, Carlota, 39, Carrer del Planeta, la Vila de Gràcia, Gràcia, Barcelona, Barcelonès, Barcelona, Catalunya, 08012, España",39,,la Vila de Gràcia,Gràcia,Barcelona,Barcelonès,Barcelona,Catalunya,España,08012,es,la Vila de Gràcia,"Farmàcia Bernal Boronat, Carlota",,,,,,Carrer del Planeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,Marcopolo's,"Carrer de Vila i Vilà, 60, 08004 Barcelona, Espagne",41.3726475,2.1740716,0,0,1,Cheapest beer,4.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34, Carrer de Carrera, el Raval, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalunya, 08004, España",34,Carrer de Carrera,el Raval,Ciutat Vella,Barcelona,Barcelonès,Barcelona,Catalunya,España,08004,es,el Raval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,Marengo,"1 Rue Marengo, 13006 Marseille, France",43.2911508,5.3841064,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marengo Bistroquet, 1, Rue Marengo, Lodi, 6e Arrondissement, Marseille, Provence-Alpes-Côte d'Azur, France métropolitaine, 13006, France",1,Rue Marengo,,,Marseille,,,Provence-Alpes-Côte d'Azur,France,13006,fr,Lodi,,,,,,,,,,,,,,,Marengo Bistroquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,Marengo,"21 Rue Saint-Saëns, 13001 Marseille, France",43.293484,5.3740949,0,0,1,Heineken,3.0,,33,Pelforth,6.0,,50.0,Leffe Blonde,7.0,,50.0,Desperados,4.5,,33.0,Corona,4.5,,33.0,Hoegaarden Wit-Blanche,4.5,,33.0,Pelforth Brune,4.5,,33.0,TBD,,,,"21, Rue Saint-Saëns, Opéra, 1er Arrondissement, Marseille, Provence-Alpes-Côte d'Azur, France métropolitaine, 13001, France",21,,,,Marseille,,,Provence-Alpes-Côte d'Azur,France,13001,fr,Opéra,,,,,,,Rue Saint-Saëns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,Margen'S Pub,"65 Rue Mouffetard, 75005 Paris, France",48.8424731,2.3497976,0,0,1,Cheapest beer,,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65, Rue Mouffetard, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",65,Rue Mouffetard,,,Paris,Paris,Paris,Île-de-France,France,75005,fr,Paris 5e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,Marlusse et Lapin,"14 Rue Germain Pilon, 75018 Paris, France",48.883736400000004,2.3368191,0,0,9,Jenlain Blonde,4.0,,50,Vedett Extra White,5.0,,50.0,Maredsous Blonde,5.0,,50.0,Vedett Extra IPA,6.0,,50.0,Triple Karmeliet,6.0,,50.0,Corona,5.0,,33.0,La Chouffe,5.0,,33.0,TBD,,,,"Marlusse et Lapin, 14, Rue Germain Pilon, Quartier des Grandes-Carrières, Paris, Île-de-France, France métropolitaine, 75018, France",14,Rue Germain Pilon,,,Paris,Paris,Paris,Île-de-France,France,75018,fr,Quartier des Grandes-Carrières,,,,,,,,Marlusse et Lapin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,Marly,"54 Avenue du Roule, 92200 Neuilly-sur-Seine, France",48.882742799999995,2.2771508999999996,0,0,2,Pelforth,7.8,,50,Heineken,8.8,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,"54, Avenue du Roule, Neuilly-sur-Seine, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92200, France",54,Avenue du Roule,,,,Arrondissement de Nanterre,Hauts-de-Seine,Île-de-France,France,92200,fr,,,,,Neuilly-sur-Seine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,Martin,"24 Boulevard du Temple, 75011 Paris, France",48.864832899999996,2.3660208,0,0,7,Cheapest beer,4.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin - Boire & manger, 24, Boulevard du Temple, Quartier des Enfants-Rouges, Paris, Île-de-France, France métropolitaine, 75011, France",24,Boulevard du Temple,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Quartier des Enfants-Rouges,,,,,,,,Martin - Boire & manger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,Marylin,122 Rue Oberkampf,48.8661552,2.3797639999999998,"[17, 0]","[21, 0]",3,Kronenbourg,6.0,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sans Gêne Oberkampf, 122, Rue Oberkampf, Quartier Saint-Ambroise, Paris, Île-de-France, France métropolitaine, 75011, France",122,Rue Oberkampf,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Quartier Saint-Ambroise,,,,,,,,,,,,,,,Sans Gêne Oberkampf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,Marysam,"8 Place des Allobroges, 74300 Cluses, France",46.057407299999994,6.5802327000000025,0,0,0,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Place des Allobroges, Cluses, Bonneville, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74300, France",,Place des Allobroges,,,,Bonneville,Haute-Savoie,Auvergne-Rhône-Alpes,France,74300,fr,,,,,Cluses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,Mar’Mousse,"25 Rue Adolphe le Bail, 22190 Plérin, France",48.525783600000004,-2.7397628,0,0,1,Bieres bretonne,4.0,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rue Adolphe le Bail, Couvran, Plérin, Saint-Brieuc, Côtes-d'Armor, Bretagne, France métropolitaine, 22190, France",,Rue Adolphe le Bail,,,,Saint-Brieuc,Côtes-d'Armor,Bretagne,France,22190,fr,,,,,Plérin,,,,,Couvran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,MasQMenos,"28042 Madrid, Espagne",40.416704700000004,-3.7035824999999996,0,0,0,Cheapest beer,3.4,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Real Casa de Correos, 7, Puerta del Sol, Sol, Centro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28013, España",7,,Sol,Centro,Madrid,Área metropolitana de Madrid y Corredor del Henares,Comunidad de Madrid,Comunidad de Madrid,España,28013,es,Sol,,,,,,Real Casa de Correos,Puerta del Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,Matt Murphy'S,"25 Boulevard du Maréchal Foch, 49100 Angers, France",47.468058299999996,-0.5505863,"[16, 0]","[19, 0]",2,Cheapest beer,5.3,4.0,50,Kwak,,4.5,50.0,Kasteel Rouge,,4.0,50.0,,,,,,,,,,,,,,,,,,,,,"Matt Murphy's, 25, Boulevard du Maréchal Foch, Centre Ville - La Fayette - Eblé, Le Bois Brillou, Angers, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49051, France",25,Boulevard du Maréchal Foch,Centre Ville - La Fayette - Eblé,,Angers,Angers,Maine-et-Loire,Pays de la Loire,France,49051,fr,Le Bois Brillou,,,,,,,,,,,,,Matt Murphy's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,Mauerwerk,"Zwinglistraße 7, 10555 Berlin, Allemagne",52.525640599999996,13.332900899999999,0,0,0,Cheapest beer,3.8,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Café Mauerwerk, 7, Zwinglistraße, Moabit, Mitte, 10555, Deutschland",7,Zwinglistraße,,Mitte,,,,,Deutschland,10555,de,Moabit,,,,,,,,,,,,,Café Mauerwerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,Mauri 7,"46 Rue du Faubourg Saint-Denis, 75010 Paris, France",48.8715998,2.3537682999999996,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102, Passage Brady, Quartier de la Porte-Saint-Denis, Paris, Île-de-France, France métropolitaine, 75010, France",102,,,,Paris,Paris,Paris,Île-de-France,France,75010,fr,Quartier de la Porte-Saint-Denis,,Passage Brady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
